,Season,TeamID,FGM,FGA,FG%,FGM_Ag,FGA_Ag,FG%_Ag,FGM_pg,FGM_Ag_pg,FGM3,FGA3,FG3%,FGM3_Ag,FGA3_Ag,FG3%_Ag,FGM3_pg,FGM3_Ag_pg,FTM,FTA,FT%,FTM_Ag,FTA_Ag,FTM_pg,FTM_Ag_pg,OR,OR_Ag,OR_pg,OR_Ag_pg,DR,DR_Ag,DR_pg,DR_Ag_pg,Ast,Ast_Ag,Ast_pg,Ast_Ag_pg,TO,TO_Ag,TO_pg,TO_Ag_pg,Stl,Stl_Ag,Stl_pg,Stl_Ag_pg,Blk,Blk_Ag,Blk_pg,Blk_Ag_pg,PF,PF_Ag,PF_pg,PF_Ag_pg
14,2003,1117,616.0,1422.0,43.3193,591.0,1310.0,45.1145,23.692,22.731,206.0,555.0,37.1171,161.0,441.0,36.5079,7.923,6.192,411.0,557.0,73.7882,472.0,675.0,15.808,18.154,285.0,305.0,10.962,11.731,530.0,608.0,20.385,23.385,310.0,300.0,11.923,11.538,345.0,407.0,13.269,15.654,186.0,151.0,7.154,5.808,43.0,71.0,1.654,2.731,557.0,512.0,21.423,19.692
15,2003,1119,490.0,1190.0,41.1765,545.0,1263.0,43.1512,19.6,21.8,147.0,413.0,35.5932,212.0,549.0,38.6157,5.88,8.48,215.0,318.0,67.6101,385.0,546.0,8.6,15.4,198.0,266.0,7.92,10.64,539.0,549.0,21.56,21.96,293.0,324.0,11.72,12.96,434.0,322.0,17.36,12.88,139.0,178.0,5.56,7.12,40.0,88.0,1.6,3.52,483.0,419.0,19.32,16.76
16,2003,1120,771.0,1641.0,46.9835,714.0,1699.0,42.0247,25.7,23.8,169.0,490.0,34.4898,207.0,621.0,33.3333,5.633,6.9,392.0,592.0,66.2162,332.0,496.0,13.067,11.067,358.0,367.0,11.933,12.233,677.0,618.0,22.567,20.6,402.0,380.0,13.4,12.667,477.0,474.0,15.9,15.8,241.0,235.0,8.033,7.833,149.0,80.0,4.967,2.667,491.0,574.0,16.367,19.133
17,2003,1122,636.0,1406.0,45.2347,656.0,1533.0,42.7919,23.556,24.296,162.0,464.0,34.9138,170.0,474.0,35.865,6.0,6.296,448.0,648.0,69.1358,346.0,504.0,16.593,12.815,287.0,315.0,10.63,11.667,654.0,608.0,24.222,22.519,362.0,360.0,13.407,13.333,411.0,378.0,15.222,14.0,190.0,184.0,7.037,6.815,126.0,88.0,4.667,3.259,504.0,547.0,18.667,20.259
18,2003,1123,778.0,1814.0,42.8886,763.0,1618.0,47.157,25.933,25.433,161.0,500.0,32.2,158.0,465.0,33.9785,5.367,5.267,482.0,664.0,72.5904,597.0,833.0,16.067,19.9,395.0,327.0,13.167,10.9,652.0,749.0,21.733,24.967,315.0,441.0,10.5,14.7,385.0,436.0,12.833,14.533,156.0,169.0,5.2,5.633,66.0,62.0,2.2,2.067,686.0,634.0,22.867,21.133
19,2003,1124,661.0,1624.0,40.702,743.0,1648.0,45.085,23.607,26.536,254.0,743.0,34.1857,152.0,468.0,32.4786,9.071,5.429,356.0,491.0,72.5051,277.0,424.0,12.714,9.893,328.0,340.0,11.714,12.143,649.0,713.0,23.179,25.464,398.0,387.0,14.214,13.821,372.0,411.0,13.286,14.679,233.0,156.0,8.321,5.571,83.0,86.0,2.964,3.071,441.0,466.0,15.75,16.643
20,2003,1125,714.0,1533.0,46.5753,694.0,1586.0,43.7579,25.5,24.786,229.0,623.0,36.7576,186.0,549.0,33.8798,8.179,6.643,372.0,530.0,70.1887,406.0,557.0,13.286,14.5,295.0,314.0,10.536,11.214,662.0,614.0,23.643,21.929,473.0,415.0,16.893,14.821,474.0,424.0,16.929,15.143,254.0,256.0,9.071,9.143,48.0,112.0,1.714,4.0,514.0,494.0,18.357,17.643
21,2003,1126,693.0,1677.0,41.3238,769.0,1632.0,47.1201,23.1,25.633,171.0,478.0,35.7741,181.0,520.0,34.8077,5.7,6.033,384.0,554.0,69.3141,468.0,671.0,12.8,15.6,369.0,365.0,12.3,12.167,613.0,701.0,20.433,23.367,329.0,408.0,10.967,13.6,476.0,495.0,15.867,16.5,248.0,231.0,8.267,7.7,54.0,107.0,1.8,3.567,583.0,507.0,19.433,16.9
22,2003,1127,649.0,1544.0,42.0337,629.0,1552.0,40.5284,24.037,23.296,207.0,592.0,34.9662,145.0,428.0,33.8785,7.667,5.37,292.0,432.0,67.5926,384.0,537.0,10.815,14.222,316.0,350.0,11.704,12.963,654.0,654.0,24.222,24.222,343.0,303.0,12.704,11.222,407.0,376.0,15.074,13.926,174.0,164.0,6.444,6.074,175.0,81.0,6.481,3.0,493.0,464.0,18.259,17.185
23,2003,1128,573.0,1294.0,44.2813,593.0,1358.0,43.6672,22.038,22.808,200.0,563.0,35.524,141.0,392.0,35.9694,7.692,5.423,418.0,578.0,72.3183,355.0,498.0,16.077,13.654,277.0,290.0,10.654,11.154,558.0,535.0,21.462,20.577,348.0,293.0,13.385,11.269,407.0,392.0,15.654,15.077,205.0,181.0,7.885,6.962,103.0,63.0,3.962,2.423,470.0,523.0,18.077,20.115
24,2003,1129,646.0,1573.0,41.068,639.0,1481.0,43.1465,23.071,22.821,145.0,487.0,29.7741,140.0,407.0,34.398,5.179,5.0,408.0,585.0,69.7436,456.0,618.0,14.571,16.286,313.0,304.0,11.179,10.857,614.0,694.0,21.929,24.786,326.0,291.0,11.643,10.393,403.0,471.0,14.393,16.821,186.0,184.0,6.643,6.571,107.0,114.0,3.821,4.071,546.0,551.0,19.5,19.679
25,2003,1130,811.0,1730.0,46.8786,786.0,1759.0,44.6845,27.966,27.103,174.0,505.0,34.4554,192.0,552.0,34.7826,6.0,6.621,514.0,744.0,69.086,450.0,623.0,17.724,15.517,400.0,415.0,13.793,14.31,640.0,635.0,22.069,21.897,493.0,446.0,17.0,15.379,387.0,419.0,13.345,14.448,203.0,201.0,7.0,6.931,84.0,100.0,2.897,3.448,550.0,594.0,18.966,20.483
26,2003,1131,709.0,1647.0,43.048,639.0,1575.0,40.5714,23.633,21.3,197.0,580.0,33.9655,151.0,494.0,30.5668,6.567,5.033,428.0,576.0,74.3056,469.0,700.0,14.267,15.633,330.0,317.0,11.0,10.567,732.0,687.0,24.4,22.9,407.0,360.0,13.567,12.0,401.0,396.0,13.367,13.2,171.0,204.0,5.7,6.8,104.0,94.0,3.467,3.133,605.0,530.0,20.167,17.667
27,2003,1132,573.0,1306.0,43.8744,632.0,1426.0,44.3198,21.222,23.407,169.0,462.0,36.5801,171.0,496.0,34.4758,6.259,6.333,480.0,651.0,73.7327,472.0,649.0,17.778,17.481,234.0,302.0,8.667,11.185,597.0,599.0,22.111,22.185,344.0,351.0,12.741,13.0,450.0,391.0,16.667,14.481,193.0,217.0,7.148,8.037,68.0,84.0,2.519,3.111,599.0,560.0,22.185,20.741
28,2003,1133,717.0,1643.0,43.6397,737.0,1613.0,45.6913,24.724,25.414,185.0,515.0,35.9223,215.0,590.0,36.4407,6.379,7.414,478.0,679.0,70.3976,410.0,579.0,16.483,14.138,319.0,289.0,11.0,9.966,674.0,720.0,23.241,24.828,364.0,438.0,12.552,15.103,411.0,460.0,14.172,15.862,216.0,178.0,7.448,6.138,49.0,102.0,1.69,3.517,590.0,612.0,20.345,21.103
29,2003,1135,683.0,1480.0,46.1486,738.0,1641.0,44.9726,24.393,26.357,184.0,497.0,37.0221,190.0,587.0,32.368,6.571,6.786,521.0,700.0,74.4286,352.0,498.0,18.607,12.571,267.0,324.0,9.536,11.571,654.0,635.0,23.357,22.679,408.0,399.0,14.571,14.25,439.0,426.0,15.679,15.214,214.0,222.0,7.643,7.929,103.0,72.0,3.679,2.571,493.0,577.0,17.607,20.607
30,2003,1137,532.0,1316.0,40.4255,594.0,1380.0,43.0435,19.0,21.214,163.0,482.0,33.8174,165.0,468.0,35.2564,5.821,5.893,388.0,609.0,63.711,308.0,450.0,13.857,11.0,272.0,242.0,9.714,8.643,617.0,629.0,22.036,22.464,327.0,340.0,11.679,12.143,443.0,426.0,15.821,15.214,162.0,213.0,5.786,7.607,60.0,65.0,2.143,2.321,498.0,558.0,17.786,19.929
31,2003,1138,652.0,1622.0,40.1973,707.0,1490.0,47.4497,23.286,25.25,151.0,517.0,29.207,159.0,464.0,34.2672,5.393,5.679,360.0,536.0,67.1642,449.0,716.0,12.857,16.036,380.0,316.0,13.571,11.286,634.0,687.0,22.643,24.536,354.0,411.0,12.643,14.679,406.0,371.0,14.5,13.25,180.0,199.0,6.429,7.107,58.0,95.0,2.071,3.393,636.0,480.0,22.714,17.143
32,2003,1139,698.0,1469.0,47.5153,668.0,1497.0,44.6226,24.069,23.034,246.0,634.0,38.8013,142.0,411.0,34.5499,8.483,4.897,347.0,480.0,72.2917,289.0,435.0,11.966,9.966,227.0,303.0,7.828,10.448,591.0,586.0,20.379,20.207,376.0,279.0,12.966,9.621,302.0,348.0,10.414,12.0,184.0,138.0,6.345,4.759,54.0,83.0,1.862,2.862,466.0,488.0,16.069,16.828
33,2003,1140,745.0,1589.0,46.8848,650.0,1589.0,40.9062,24.032,20.968,192.0,500.0,38.4,155.0,503.0,30.8151,6.194,5.0,564.0,749.0,75.3004,519.0,728.0,18.194,16.742,337.0,323.0,10.871,10.419,757.0,626.0,24.419,20.194,416.0,334.0,13.419,10.774,426.0,449.0,13.742,14.484,215.0,170.0,6.935,5.484,78.0,69.0,2.516,2.226,664.0,663.0,21.419,21.387
34,2003,1141,772.0,1528.0,50.5236,764.0,1680.0,45.4762,26.621,26.345,198.0,520.0,38.0769,144.0,403.0,35.732,6.828,4.966,559.0,730.0,76.5753,452.0,637.0,19.276,15.586,307.0,355.0,10.586,12.241,675.0,548.0,23.276,18.897,453.0,342.0,15.621,11.793,529.0,466.0,18.241,16.069,206.0,245.0,7.103,8.448,116.0,72.0,4.0,2.483,608.0,629.0,20.966,21.69
35,2003,1142,684.0,1611.0,42.4581,702.0,1648.0,42.5971,23.586,24.207,186.0,586.0,31.7406,141.0,420.0,33.5714,6.414,4.862,404.0,564.0,71.6312,438.0,624.0,13.931,15.103,334.0,376.0,11.517,12.966,678.0,694.0,23.379,23.931,361.0,374.0,12.448,12.897,459.0,439.0,15.828,15.138,202.0,225.0,6.966,7.759,111.0,67.0,3.828,2.31,564.0,527.0,19.448,18.172
36,2003,1143,793.0,1703.0,46.5649,736.0,1705.0,43.1672,27.345,25.379,186.0,494.0,37.6518,206.0,622.0,33.119,6.414,7.103,388.0,566.0,68.5512,345.0,506.0,13.379,11.897,326.0,324.0,11.241,11.172,707.0,667.0,24.379,23.0,464.0,465.0,16.0,16.034,411.0,433.0,14.172,14.931,190.0,172.0,6.552,5.931,81.0,73.0,2.793,2.517,496.0,554.0,17.103,19.103
37,2003,1144,597.0,1354.0,44.0916,758.0,1519.0,49.9013,22.962,29.154,163.0,466.0,34.9785,194.0,482.0,40.249,6.269,7.462,334.0,478.0,69.8745,324.0,458.0,12.846,12.462,204.0,326.0,7.846,12.538,516.0,644.0,19.846,24.769,377.0,471.0,14.5,18.115,416.0,379.0,16.0,14.577,161.0,254.0,6.192,9.769,71.0,79.0,2.731,3.038,431.0,460.0,16.577,17.692
38,2003,1145,739.0,1684.0,43.8836,692.0,1671.0,41.4123,26.393,24.714,166.0,483.0,34.3685,194.0,559.0,34.7048,5.929,6.929,323.0,458.0,70.524,414.0,598.0,11.536,14.786,322.0,370.0,11.5,13.214,707.0,696.0,25.25,24.857,438.0,381.0,15.643,13.607,401.0,400.0,14.321,14.286,228.0,201.0,8.143,7.179,95.0,101.0,3.393,3.607,542.0,461.0,19.357,16.464
39,2003,1147,609.0,1345.0,45.2788,667.0,1361.0,49.0081,25.375,27.792,104.0,326.0,31.9018,146.0,368.0,39.6739,4.333,6.083,421.0,547.0,76.9653,389.0,563.0,17.542,16.208,265.0,322.0,11.042,13.417,444.0,522.0,18.5,21.75,289.0,378.0,12.042,15.75,386.0,412.0,16.083,17.167,195.0,147.0,8.125,6.125,89.0,91.0,3.708,3.792,490.0,465.0,20.417,19.375
40,2003,1148,684.0,1479.0,46.2475,724.0,1545.0,46.8608,24.429,25.857,150.0,399.0,37.594,180.0,525.0,34.2857,5.357,6.429,373.0,499.0,74.7495,251.0,364.0,13.321,8.964,322.0,274.0,11.5,9.786,613.0,537.0,21.893,19.179,321.0,366.0,11.464,13.071,433.0,369.0,15.464,13.179,162.0,179.0,5.786,6.393,46.0,65.0,1.643,2.321,435.0,496.0,15.536,17.714
41,2003,1149,633.0,1432.0,44.2039,591.0,1348.0,43.8427,24.346,22.731,100.0,359.0,27.8552,162.0,439.0,36.9021,3.846,6.231,316.0,424.0,74.5283,372.0,542.0,12.154,14.308,280.0,288.0,10.769,11.077,553.0,578.0,21.269,22.231,324.0,314.0,12.462,12.077,381.0,441.0,14.654,16.962,254.0,178.0,9.769,6.846,83.0,104.0,3.192,4.0,500.0,416.0,19.231,16.0
42,2003,1150,691.0,1744.0,39.6216,722.0,1628.0,44.3489,23.828,24.897,231.0,694.0,33.2853,228.0,589.0,38.7097,7.966,7.862,372.0,587.0,63.3731,355.0,501.0,12.828,12.241,425.0,322.0,14.655,11.103,675.0,748.0,23.276,25.793,421.0,396.0,14.517,13.655,398.0,450.0,13.724,15.517,246.0,152.0,8.483,5.241,59.0,98.0,2.034,3.379,532.0,548.0,18.345,18.897
43,2003,1151,770.0,1608.0,47.8856,769.0,1666.0,46.1585,27.5,27.464,209.0,567.0,36.8607,222.0,614.0,36.1564,7.464,7.929,486.0,640.0,75.9375,357.0,490.0,17.357,12.75,353.0,324.0,12.607,11.571,646.0,576.0,23.071,20.571,453.0,464.0,16.179,16.571,461.0,437.0,16.464,15.607,200.0,225.0,7.143,8.036,89.0,87.0,3.179,3.107,520.0,581.0,18.571,20.75
44,2003,1152,706.0,1597.0,44.2079,757.0,1590.0,47.6101,23.533,25.233,114.0,343.0,33.2362,204.0,559.0,36.4937,3.8,6.8,370.0,599.0,61.7696,531.0,755.0,12.333,17.7,361.0,332.0,12.033,11.067,622.0,655.0,20.733,21.833,363.0,501.0,12.1,16.7,523.0,420.0,17.433,14.0,216.0,248.0,7.2,8.267,50.0,106.0,1.667,3.533,661.0,558.0,22.033,18.6
45,2003,1153,641.0,1587.0,40.3907,595.0,1487.0,40.0134,22.893,21.25,187.0,546.0,34.2491,166.0,480.0,34.5833,6.679,5.929,416.0,603.0,68.9884,366.0,552.0,14.857,13.071,340.0,311.0,12.143,11.107,655.0,676.0,23.393,24.143,344.0,329.0,12.286,11.75,297.0,390.0,10.607,13.929,145.0,116.0,5.179,4.143,119.0,85.0,4.25,3.036,531.0,560.0,18.964,20.0
46,2003,1154,523.0,1306.0,40.0459,586.0,1296.0,45.216,21.792,24.417,148.0,472.0,31.3559,153.0,448.0,34.1518,6.167,6.375,320.0,482.0,66.39,388.0,557.0,13.333,16.167,264.0,283.0,11.0,11.792,520.0,613.0,21.667,25.542,314.0,343.0,13.083,14.292,392.0,375.0,16.333,15.625,179.0,178.0,7.458,7.417,73.0,110.0,3.042,4.583,483.0,461.0,20.125,19.208
47,2003,1155,685.0,1551.0,44.1651,668.0,1542.0,43.3204,24.464,23.857,135.0,389.0,34.7044,210.0,610.0,34.4262,4.821,7.5,411.0,626.0,65.655,361.0,526.0,14.679,12.893,376.0,333.0,13.429,11.893,628.0,610.0,22.429,21.786,351.0,405.0,12.536,14.464,377.0,404.0,13.464,14.429,199.0,195.0,7.107,6.964,74.0,89.0,2.643,3.179,535.0,583.0,19.107,20.821
48,2003,1156,687.0,1540.0,44.6104,792.0,1710.0,46.3158,22.9,26.4,177.0,477.0,37.1069,193.0,490.0,39.3878,5.9,6.433,418.0,634.0,65.9306,419.0,616.0,13.933,13.967,313.0,385.0,10.433,12.833,630.0,660.0,21.0,22.0,406.0,460.0,13.533,15.333,517.0,434.0,17.233,14.467,212.0,251.0,7.067,8.367,133.0,85.0,4.433,2.833,584.0,600.0,19.467,20.0
49,2003,1157,621.0,1429.0,43.457,621.0,1382.0,44.9349,23.885,23.885,153.0,415.0,36.8675,127.0,388.0,32.732,5.885,4.885,354.0,483.0,73.2919,448.0,639.0,13.615,17.231,347.0,292.0,13.346,11.231,575.0,527.0,22.115,20.269,318.0,290.0,12.231,11.154,438.0,368.0,16.846,14.154,162.0,242.0,6.231,9.308,41.0,90.0,1.577,3.462,551.0,475.0,21.192,18.269
50,2003,1158,734.0,1683.0,43.6126,701.0,1681.0,41.7014,25.31,24.172,263.0,673.0,39.0788,164.0,520.0,31.5385,9.069,5.655,396.0,578.0,68.5121,425.0,611.0,13.655,14.655,316.0,374.0,10.897,12.897,694.0,750.0,23.931,25.862,419.0,392.0,14.448,13.517,408.0,450.0,14.069,15.517,213.0,198.0,7.345,6.828,127.0,96.0,4.379,3.31,549.0,575.0,18.931,19.828
51,2003,1159,636.0,1467.0,43.3538,631.0,1357.0,46.4996,24.462,24.269,171.0,485.0,35.2577,135.0,394.0,34.264,6.577,5.192,270.0,392.0,68.8776,365.0,523.0,10.385,14.038,275.0,251.0,10.577,9.654,569.0,628.0,21.885,24.154,363.0,320.0,13.962,12.308,372.0,391.0,14.308,15.038,179.0,177.0,6.885,6.808,44.0,82.0,1.692,3.154,498.0,414.0,19.154,15.923
52,2003,1160,843.0,1901.0,44.3451,787.0,1964.0,40.0713,27.194,25.387,154.0,473.0,32.5581,209.0,613.0,34.0946,4.968,6.742,501.0,742.0,67.5202,389.0,573.0,16.161,12.548,449.0,419.0,14.484,13.516,867.0,719.0,27.968,23.194,415.0,413.0,13.387,13.323,434.0,389.0,14.0,12.548,190.0,188.0,6.129,6.065,206.0,104.0,6.645,3.355,549.0,617.0,17.71,19.903
53,2003,1161,792.0,1563.0,50.6718,775.0,1724.0,44.9536,26.4,25.833,126.0,347.0,36.3112,169.0,490.0,34.4898,4.2,5.633,510.0,728.0,70.0549,461.0,670.0,17.0,15.367,324.0,360.0,10.8,12.0,704.0,572.0,23.467,19.067,465.0,397.0,15.5,13.233,484.0,367.0,16.133,12.233,160.0,271.0,5.333,9.033,127.0,92.0,4.233,3.067,617.0,639.0,20.567,21.3
54,2003,1162,457.0,1226.0,37.2757,566.0,1321.0,42.8463,16.926,20.963,136.0,449.0,30.2895,179.0,489.0,36.6053,5.037,6.63,290.0,432.0,67.1296,365.0,519.0,10.741,13.519,255.0,276.0,9.444,10.222,584.0,604.0,21.63,22.37,262.0,350.0,9.704,12.963,461.0,352.0,17.074,13.037,140.0,250.0,5.185,9.259,93.0,92.0,3.444,3.407,493.0,468.0,18.259,17.333
55,2003,1163,886.0,1866.0,47.4812,746.0,1961.0,38.0418,29.533,24.867,182.0,471.0,38.6412,193.0,604.0,31.9536,6.067,6.433,447.0,663.0,67.4208,457.0,630.0,14.9,15.233,443.0,460.0,14.767,15.333,837.0,645.0,27.9,21.5,469.0,408.0,15.633,13.6,474.0,401.0,15.8,13.367,178.0,234.0,5.933,7.8,232.0,124.0,7.733,4.133,552.0,578.0,18.4,19.267
56,2003,1164,590.0,1350.0,43.7037,601.0,1362.0,44.1263,21.071,21.464,124.0,316.0,39.2405,226.0,566.0,39.9293,4.429,8.071,321.0,439.0,73.1207,298.0,433.0,11.464,10.643,259.0,293.0,9.25,10.464,544.0,555.0,19.429,19.821,258.0,331.0,9.214,11.821,416.0,413.0,14.857,14.75,205.0,193.0,7.321,6.893,58.0,69.0,2.071,2.464,440.0,466.0,15.714,16.643
57,2003,1165,555.0,1306.0,42.4962,625.0,1402.0,44.5792,21.346,24.038,162.0,483.0,33.5404,210.0,573.0,36.6492,6.231,8.077,286.0,449.0,63.6971,305.0,466.0,11.0,11.731,242.0,299.0,9.308,11.5,576.0,600.0,22.154,23.077,336.0,411.0,12.923,15.808,402.0,373.0,15.462,14.346,190.0,191.0,7.308,7.346,55.0,80.0,2.115,3.077,477.0,439.0,18.346,16.885
58,2003,1166,947.0,1896.0,49.9473,788.0,1826.0,43.1544,28.697,23.879,263.0,676.0,38.9053,161.0,472.0,34.1102,7.97,4.879,458.0,661.0,69.289,386.0,551.0,13.879,11.697,359.0,365.0,10.879,11.061,765.0,705.0,23.182,21.364,555.0,408.0,16.818,12.364,441.0,563.0,13.364,17.061,277.0,209.0,8.394,6.333,147.0,85.0,4.455,2.576,570.0,640.0,17.273,19.394
59,2003,1168,660.0,1502.0,43.9414,670.0,1415.0,47.3498,22.759,23.103,138.0,399.0,34.5865,202.0,506.0,39.9209,4.759,6.966,367.0,566.0,64.841,391.0,559.0,12.655,13.483,350.0,272.0,12.069,9.379,561.0,600.0,19.345,20.69,339.0,396.0,11.69,13.655,384.0,408.0,13.241,14.069,172.0,151.0,5.931,5.207,44.0,69.0,1.517,2.379,522.0,530.0,18.0,18.276
