,Season,Seed,TeamID,TeamName,RankingDayNum,SystemName,OrdinalRank,Wins,Losses,Win%,T_Wins
128,2003,4,1257,Louisville,133,SEL,7,24,6,80.0,1.0
129,2003,4,1257,Louisville,133,STR,22,24,6,80.0,1.0
130,2003,4,1257,Louisville,133,TSR,12,24,6,80.0,1.0
131,2003,4,1257,Louisville,133,USA,13,24,6,80.0,1.0
132,2003,4,1257,Louisville,133,WLK,6,24,6,80.0,1.0
133,2003,4,1257,Louisville,133,WOB,11,24,6,80.0,1.0
134,2003,4,1257,Louisville,133,WOL,10,24,6,80.0,1.0
135,2003,4,1257,Louisville,133,WTE,4,24,6,80.0,1.0
136,2003,5,1280,Mississippi St,133,AP,20,21,9,70.0,0.0
137,2003,5,1280,Mississippi St,133,ARG,17,21,9,70.0,0.0
138,2003,5,1280,Mississippi St,133,BIH,20,21,9,70.0,0.0
139,2003,5,1280,Mississippi St,133,BOB,15,21,9,70.0,0.0
140,2003,5,1280,Mississippi St,133,BRZ,15,21,9,70.0,0.0
141,2003,5,1280,Mississippi St,133,COL,25,21,9,70.0,0.0
142,2003,5,1280,Mississippi St,133,DOL,19,21,9,70.0,0.0
143,2003,5,1280,Mississippi St,133,DUN,3,21,9,70.0,0.0
144,2003,5,1280,Mississippi St,133,DWH,19,21,9,70.0,0.0
145,2003,5,1280,Mississippi St,133,ECK,23,21,9,70.0,0.0
146,2003,5,1280,Mississippi St,133,ENT,9,21,9,70.0,0.0
147,2003,5,1280,Mississippi St,133,ERD,10,21,9,70.0,0.0
148,2003,5,1280,Mississippi St,133,GRN,16,21,9,70.0,0.0
149,2003,5,1280,Mississippi St,133,GRS,23,21,9,70.0,0.0
150,2003,5,1280,Mississippi St,133,HER,16,21,9,70.0,0.0
151,2003,5,1280,Mississippi St,133,HOL,30,21,9,70.0,0.0
152,2003,5,1280,Mississippi St,133,IMS,13,21,9,70.0,0.0
153,2003,5,1280,Mississippi St,133,MAS,16,21,9,70.0,0.0
154,2003,5,1280,Mississippi St,133,MKV,10,21,9,70.0,0.0
155,2003,5,1280,Mississippi St,133,MOR,8,21,9,70.0,0.0
156,2003,5,1280,Mississippi St,133,POM,11,21,9,70.0,0.0
157,2003,5,1280,Mississippi St,133,RPI,24,21,9,70.0,0.0
158,2003,5,1280,Mississippi St,133,RTH,16,21,9,70.0,0.0
159,2003,5,1280,Mississippi St,133,SAG,16,21,9,70.0,0.0
160,2003,5,1280,Mississippi St,133,SAU,15,21,9,70.0,0.0
161,2003,5,1280,Mississippi St,133,SE,20,21,9,70.0,0.0
162,2003,5,1280,Mississippi St,133,SEL,19,21,9,70.0,0.0
163,2003,5,1280,Mississippi St,133,STR,6,21,9,70.0,0.0
164,2003,5,1280,Mississippi St,133,TSR,22,21,9,70.0,0.0
165,2003,5,1280,Mississippi St,133,USA,21,21,9,70.0,0.0
166,2003,5,1280,Mississippi St,133,WLK,17,21,9,70.0,0.0
167,2003,5,1280,Mississippi St,133,WOB,22,21,9,70.0,0.0
168,2003,5,1280,Mississippi St,133,WOL,22,21,9,70.0,0.0
169,2003,5,1280,Mississippi St,133,WTE,8,21,9,70.0,0.0
170,2003,6,1329,Oklahoma St,133,ARG,25,20,9,68.9655,1.0
171,2003,6,1329,Oklahoma St,133,BIH,27,20,9,68.9655,1.0
172,2003,6,1329,Oklahoma St,133,BOB,23,20,9,68.9655,1.0
173,2003,6,1329,Oklahoma St,133,BRZ,32,20,9,68.9655,1.0
174,2003,6,1329,Oklahoma St,133,COL,26,20,9,68.9655,1.0
175,2003,6,1329,Oklahoma St,133,DOL,27,20,9,68.9655,1.0
176,2003,6,1329,Oklahoma St,133,DUN,24,20,9,68.9655,1.0
177,2003,6,1329,Oklahoma St,133,DWH,24,20,9,68.9655,1.0
178,2003,6,1329,Oklahoma St,133,ECK,26,20,9,68.9655,1.0
179,2003,6,1329,Oklahoma St,133,ENT,27,20,9,68.9655,1.0
180,2003,6,1329,Oklahoma St,133,ERD,32,20,9,68.9655,1.0
181,2003,6,1329,Oklahoma St,133,GRN,27,20,9,68.9655,1.0
182,2003,6,1329,Oklahoma St,133,GRS,26,20,9,68.9655,1.0
183,2003,6,1329,Oklahoma St,133,HER,24,20,9,68.9655,1.0
184,2003,6,1329,Oklahoma St,133,HOL,33,20,9,68.9655,1.0
185,2003,6,1329,Oklahoma St,133,IMS,31,20,9,68.9655,1.0
186,2003,6,1329,Oklahoma St,133,MAS,29,20,9,68.9655,1.0
187,2003,6,1329,Oklahoma St,133,MKV,23,20,9,68.9655,1.0
188,2003,6,1329,Oklahoma St,133,MOR,29,20,9,68.9655,1.0
189,2003,6,1329,Oklahoma St,133,POM,29,20,9,68.9655,1.0
190,2003,6,1329,Oklahoma St,133,RPI,22,20,9,68.9655,1.0
191,2003,6,1329,Oklahoma St,133,RTH,26,20,9,68.9655,1.0
192,2003,6,1329,Oklahoma St,133,SAG,25,20,9,68.9655,1.0
193,2003,6,1329,Oklahoma St,133,SAU,25,20,9,68.9655,1.0
194,2003,6,1329,Oklahoma St,133,SE,26,20,9,68.9655,1.0
195,2003,6,1329,Oklahoma St,133,SEL,24,20,9,68.9655,1.0
196,2003,6,1329,Oklahoma St,133,STR,41,20,9,68.9655,1.0
197,2003,6,1329,Oklahoma St,133,TSR,24,20,9,68.9655,1.0
198,2003,6,1329,Oklahoma St,133,USA,23,20,9,68.9655,1.0
199,2003,6,1329,Oklahoma St,133,WLK,23,20,9,68.9655,1.0
200,2003,6,1329,Oklahoma St,133,WOB,25,20,9,68.9655,1.0
201,2003,6,1329,Oklahoma St,133,WOL,24,20,9,68.9655,1.0
202,2003,6,1329,Oklahoma St,133,WTE,42,20,9,68.9655,1.0
203,2003,7,1386,St Joseph's PA,133,ARG,18,23,6,79.3103,0.0
204,2003,7,1386,St Joseph's PA,133,BIH,24,23,6,79.3103,0.0
205,2003,7,1386,St Joseph's PA,133,BOB,29,23,6,79.3103,0.0
206,2003,7,1386,St Joseph's PA,133,BRZ,11,23,6,79.3103,0.0
207,2003,7,1386,St Joseph's PA,133,COL,27,23,6,79.3103,0.0
208,2003,7,1386,St Joseph's PA,133,DOL,22,23,6,79.3103,0.0
209,2003,7,1386,St Joseph's PA,133,DUN,59,23,6,79.3103,0.0
210,2003,7,1386,St Joseph's PA,133,DWH,31,23,6,79.3103,0.0
211,2003,7,1386,St Joseph's PA,133,ECK,25,23,6,79.3103,0.0
212,2003,7,1386,St Joseph's PA,133,ENT,12,23,6,79.3103,0.0
213,2003,7,1386,St Joseph's PA,133,ERD,19,23,6,79.3103,0.0
214,2003,7,1386,St Joseph's PA,133,GRN,20,23,6,79.3103,0.0
215,2003,7,1386,St Joseph's PA,133,GRS,25,23,6,79.3103,0.0
216,2003,7,1386,St Joseph's PA,133,HER,23,23,6,79.3103,0.0
217,2003,7,1386,St Joseph's PA,133,HOL,25,23,6,79.3103,0.0
218,2003,7,1386,St Joseph's PA,133,IMS,28,23,6,79.3103,0.0
219,2003,7,1386,St Joseph's PA,133,MAS,22,23,6,79.3103,0.0
220,2003,7,1386,St Joseph's PA,133,MKV,13,23,6,79.3103,0.0
221,2003,7,1386,St Joseph's PA,133,MOR,38,23,6,79.3103,0.0
222,2003,7,1386,St Joseph's PA,133,POM,18,23,6,79.3103,0.0
223,2003,7,1386,St Joseph's PA,133,RPI,27,23,6,79.3103,0.0
224,2003,7,1386,St Joseph's PA,133,RTH,28,23,6,79.3103,0.0
225,2003,7,1386,St Joseph's PA,133,SAG,20,23,6,79.3103,0.0
226,2003,7,1386,St Joseph's PA,133,SAU,19,23,6,79.3103,0.0
227,2003,7,1386,St Joseph's PA,133,SE,23,23,6,79.3103,0.0
228,2003,7,1386,St Joseph's PA,133,SEL,27,23,6,79.3103,0.0
229,2003,7,1386,St Joseph's PA,133,STR,31,23,6,79.3103,0.0
230,2003,7,1386,St Joseph's PA,133,TSR,32,23,6,79.3103,0.0
231,2003,7,1386,St Joseph's PA,133,WLK,16,23,6,79.3103,0.0
232,2003,7,1386,St Joseph's PA,133,WOB,28,23,6,79.3103,0.0
233,2003,7,1386,St Joseph's PA,133,WOL,27,23,6,79.3103,0.0
234,2003,7,1386,St Joseph's PA,133,WTE,17,23,6,79.3103,0.0
235,2003,8,1143,California,133,ARG,41,21,8,72.4138,1.0
236,2003,8,1143,California,133,BIH,26,21,8,72.4138,1.0
237,2003,8,1143,California,133,BOB,32,21,8,72.4138,1.0
238,2003,8,1143,California,133,BRZ,40,21,8,72.4138,1.0
239,2003,8,1143,California,133,COL,28,21,8,72.4138,1.0
240,2003,8,1143,California,133,DOL,25,21,8,72.4138,1.0
241,2003,8,1143,California,133,DUN,62,21,8,72.4138,1.0
242,2003,8,1143,California,133,DWH,25,21,8,72.4138,1.0
243,2003,8,1143,California,133,ECK,39,21,8,72.4138,1.0
244,2003,8,1143,California,133,ENT,46,21,8,72.4138,1.0
245,2003,8,1143,California,133,ERD,29,21,8,72.4138,1.0
246,2003,8,1143,California,133,GRN,31,21,8,72.4138,1.0
247,2003,8,1143,California,133,GRS,34,21,8,72.4138,1.0
248,2003,8,1143,California,133,HER,42,21,8,72.4138,1.0
249,2003,8,1143,California,133,HOL,41,21,8,72.4138,1.0
250,2003,8,1143,California,133,IMS,42,21,8,72.4138,1.0
251,2003,8,1143,California,133,MAS,30,21,8,72.4138,1.0
252,2003,8,1143,California,133,MKV,41,21,8,72.4138,1.0
253,2003,8,1143,California,133,MOR,43,21,8,72.4138,1.0
254,2003,8,1143,California,133,POM,40,21,8,72.4138,1.0
255,2003,8,1143,California,133,RPI,33,21,8,72.4138,1.0
256,2003,8,1143,California,133,RTH,30,21,8,72.4138,1.0
257,2003,8,1143,California,133,SAG,40,21,8,72.4138,1.0
258,2003,8,1143,California,133,SAU,34,21,8,72.4138,1.0
259,2003,8,1143,California,133,SE,30,21,8,72.4138,1.0
260,2003,8,1143,California,133,SEL,28,21,8,72.4138,1.0
261,2003,8,1143,California,133,STR,60,21,8,72.4138,1.0
262,2003,8,1143,California,133,TSR,26,21,8,72.4138,1.0
263,2003,8,1143,California,133,WLK,33,21,8,72.4138,1.0
264,2003,8,1143,California,133,WOB,27,21,8,72.4138,1.0
265,2003,8,1143,California,133,WOL,26,21,8,72.4138,1.0
266,2003,8,1143,California,133,WTE,61,21,8,72.4138,1.0
267,2003,9,1301,NC State,133,ARG,51,18,12,60.0,0.0
268,2003,9,1301,NC State,133,BIH,49,18,12,60.0,0.0
269,2003,9,1301,NC State,133,BOB,47,18,12,60.0,0.0
270,2003,9,1301,NC State,133,BRZ,43,18,12,60.0,0.0
271,2003,9,1301,NC State,133,COL,56,18,12,60.0,0.0
272,2003,9,1301,NC State,133,DOL,49,18,12,60.0,0.0
273,2003,9,1301,NC State,133,DUN,23,18,12,60.0,0.0
274,2003,9,1301,NC State,133,DWH,47,18,12,60.0,0.0
275,2003,9,1301,NC State,133,ECK,69,18,12,60.0,0.0
276,2003,9,1301,NC State,133,ENT,49,18,12,60.0,0.0
277,2003,9,1301,NC State,133,ERD,50,18,12,60.0,0.0
278,2003,9,1301,NC State,133,GRN,50,18,12,60.0,0.0
279,2003,9,1301,NC State,133,GRS,60,18,12,60.0,0.0
280,2003,9,1301,NC State,133,HER,54,18,12,60.0,0.0
281,2003,9,1301,NC State,133,HOL,77,18,12,60.0,0.0
282,2003,9,1301,NC State,133,IMS,55,18,12,60.0,0.0
283,2003,9,1301,NC State,133,MAS,48,18,12,60.0,0.0
284,2003,9,1301,NC State,133,MKV,49,18,12,60.0,0.0
285,2003,9,1301,NC State,133,MOR,31,18,12,60.0,0.0
286,2003,9,1301,NC State,133,POM,48,18,12,60.0,0.0
287,2003,9,1301,NC State,133,RPI,53,18,12,60.0,0.0
288,2003,9,1301,NC State,133,RTH,42,18,12,60.0,0.0
289,2003,9,1301,NC State,133,SAG,46,18,12,60.0,0.0
290,2003,9,1301,NC State,133,SAU,47,18,12,60.0,0.0
291,2003,9,1301,NC State,133,SE,50,18,12,60.0,0.0
292,2003,9,1301,NC State,133,SEL,47,18,12,60.0,0.0
293,2003,9,1301,NC State,133,STR,45,18,12,60.0,0.0
294,2003,9,1301,NC State,133,TSR,47,18,12,60.0,0.0
295,2003,9,1301,NC State,133,WLK,51,18,12,60.0,0.0
296,2003,9,1301,NC State,133,WOB,49,18,12,60.0,0.0
297,2003,9,1301,NC State,133,WOL,47,18,12,60.0,0.0
298,2003,9,1301,NC State,133,WTE,81,18,12,60.0,0.0
299,2003,10,1120,Auburn,133,ARG,46,19,11,63.3333,2.0
300,2003,10,1120,Auburn,133,BIH,44,19,11,63.3333,2.0
301,2003,10,1120,Auburn,133,BOB,38,19,11,63.3333,2.0
302,2003,10,1120,Auburn,133,BRZ,35,19,11,63.3333,2.0
303,2003,10,1120,Auburn,133,COL,44,19,11,63.3333,2.0
304,2003,10,1120,Auburn,133,DOL,43,19,11,63.3333,2.0
305,2003,10,1120,Auburn,133,DUN,36,19,11,63.3333,2.0
306,2003,10,1120,Auburn,133,DWH,39,19,11,63.3333,2.0
307,2003,10,1120,Auburn,133,ECK,32,19,11,63.3333,2.0
308,2003,10,1120,Auburn,133,ENT,47,19,11,63.3333,2.0
309,2003,10,1120,Auburn,133,ERD,33,19,11,63.3333,2.0
310,2003,10,1120,Auburn,133,GRN,48,19,11,63.3333,2.0
311,2003,10,1120,Auburn,133,GRS,43,19,11,63.3333,2.0
312,2003,10,1120,Auburn,133,HER,36,19,11,63.3333,2.0
313,2003,10,1120,Auburn,133,HOL,55,19,11,63.3333,2.0
314,2003,10,1120,Auburn,133,IMS,52,19,11,63.3333,2.0
315,2003,10,1120,Auburn,133,MAS,45,19,11,63.3333,2.0
316,2003,10,1120,Auburn,133,MKV,47,19,11,63.3333,2.0
317,2003,10,1120,Auburn,133,MOR,44,19,11,63.3333,2.0
318,2003,10,1120,Auburn,133,POM,45,19,11,63.3333,2.0
319,2003,10,1120,Auburn,133,RPI,36,19,11,63.3333,2.0
320,2003,10,1120,Auburn,133,RTH,40,19,11,63.3333,2.0
321,2003,10,1120,Auburn,133,SAG,43,19,11,63.3333,2.0
322,2003,10,1120,Auburn,133,SAU,44,19,11,63.3333,2.0
323,2003,10,1120,Auburn,133,SE,48,19,11,63.3333,2.0
324,2003,10,1120,Auburn,133,SEL,44,19,11,63.3333,2.0
325,2003,10,1120,Auburn,133,STR,70,19,11,63.3333,2.0
326,2003,10,1120,Auburn,133,TSR,42,19,11,63.3333,2.0
327,2003,10,1120,Auburn,133,WLK,47,19,11,63.3333,2.0
328,2003,10,1120,Auburn,133,WOB,42,19,11,63.3333,2.0
329,2003,10,1120,Auburn,133,WOL,40,19,11,63.3333,2.0
330,2003,10,1120,Auburn,133,WTE,58,19,11,63.3333,2.0
331,2003,11,1335,Penn,133,ARG,44,22,5,81.4815,0.0
332,2003,11,1335,Penn,133,BIH,45,22,5,81.4815,0.0
333,2003,11,1335,Penn,133,BOB,53,22,5,81.4815,0.0
334,2003,11,1335,Penn,133,BRZ,54,22,5,81.4815,0.0
335,2003,11,1335,Penn,133,COL,50,22,5,81.4815,0.0
336,2003,11,1335,Penn,133,DOL,34,22,5,81.4815,0.0
337,2003,11,1335,Penn,133,DUN,85,22,5,81.4815,0.0
338,2003,11,1335,Penn,133,DWH,62,22,5,81.4815,0.0
339,2003,11,1335,Penn,133,ECK,34,22,5,81.4815,0.0
340,2003,11,1335,Penn,133,ENT,43,22,5,81.4815,0.0
341,2003,11,1335,Penn,133,ERD,112,22,5,81.4815,0.0
342,2003,11,1335,Penn,133,GRN,47,22,5,81.4815,0.0
343,2003,11,1335,Penn,133,GRS,44,22,5,81.4815,0.0
344,2003,11,1335,Penn,133,HER,41,22,5,81.4815,0.0
345,2003,11,1335,Penn,133,HOL,34,22,5,81.4815,0.0
346,2003,11,1335,Penn,133,IMS,45,22,5,81.4815,0.0
347,2003,11,1335,Penn,133,MAS,39,22,5,81.4815,0.0
348,2003,11,1335,Penn,133,MKV,39,22,5,81.4815,0.0
349,2003,11,1335,Penn,133,MOR,83,22,5,81.4815,0.0
350,2003,11,1335,Penn,133,POM,43,22,5,81.4815,0.0
351,2003,11,1335,Penn,133,RPI,59,22,5,81.4815,0.0
352,2003,11,1335,Penn,133,RTH,58,22,5,81.4815,0.0
353,2003,11,1335,Penn,133,SAG,49,22,5,81.4815,0.0
354,2003,11,1335,Penn,133,SAU,49,22,5,81.4815,0.0
355,2003,11,1335,Penn,133,SE,47,22,5,81.4815,0.0
356,2003,11,1335,Penn,133,SEL,61,22,5,81.4815,0.0
357,2003,11,1335,Penn,133,STR,65,22,5,81.4815,0.0
358,2003,11,1335,Penn,133,TSR,60,22,5,81.4815,0.0
359,2003,11,1335,Penn,133,WLK,46,22,5,81.4815,0.0
360,2003,11,1335,Penn,133,WOB,52,22,5,81.4815,0.0
361,2003,11,1335,Penn,133,WOL,55,22,5,81.4815,0.0
362,2003,11,1335,Penn,133,WTE,48,22,5,81.4815,0.0
363,2003,12,1139,Butler,133,ARG,35,24,5,82.7586,2.0
364,2003,12,1139,Butler,133,BIH,25,24,5,82.7586,2.0
365,2003,12,1139,Butler,133,BOB,46,24,5,82.7586,2.0
366,2003,12,1139,Butler,133,BRZ,58,24,5,82.7586,2.0
367,2003,12,1139,Butler,133,COL,29,24,5,82.7586,2.0
368,2003,12,1139,Butler,133,DOL,28,24,5,82.7586,2.0
369,2003,12,1139,Butler,133,DUN,126,24,5,82.7586,2.0
370,2003,12,1139,Butler,133,DWH,34,24,5,82.7586,2.0
371,2003,12,1139,Butler,133,ECK,28,24,5,82.7586,2.0
372,2003,12,1139,Butler,133,ENT,38,24,5,82.7586,2.0
373,2003,12,1139,Butler,133,ERD,66,24,5,82.7586,2.0
374,2003,12,1139,Butler,133,GRN,28,24,5,82.7586,2.0
375,2003,12,1139,Butler,133,GRS,28,24,5,82.7586,2.0
376,2003,12,1139,Butler,133,HER,35,24,5,82.7586,2.0
377,2003,12,1139,Butler,133,HOL,24,24,5,82.7586,2.0
378,2003,12,1139,Butler,133,IMS,62,24,5,82.7586,2.0
379,2003,12,1139,Butler,133,MAS,26,24,5,82.7586,2.0
380,2003,12,1139,Butler,133,MKV,46,24,5,82.7586,2.0
381,2003,12,1139,Butler,133,MOR,74,24,5,82.7586,2.0
382,2003,12,1139,Butler,133,POM,51,24,5,82.7586,2.0
